ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
1,238,1,0.00012663384015,"""Chinese Ghost Story"" is one of the most amazing Hong Kong films I have ever seen.It's a brilliant mix of fantasy,comedy,romance,horror and martial arts.The film has some wonderful visuals and amazing fights.I love especially the fight scene between Wu Ma and the tree demon tongue.Truly original and refreshing film and another Embalmer's fine recommendation.",0,0.536104861292779,"""Chinese Ghost Story"" is one of the most astounding Hong Kong films I have ever seen.It's a exquisite mix of fantasy,comedy,romance,horror and martial arts.The film has some astounding visuals and astounding fights.I love specifically the fight scene between Wu Ma and the tree demon tongue.Truly original and refreshing film and another Embalmer's fine recommendation.",Successful
1,219,1,0.001430598817974,"Still love it 17 or so years after the first time I saw it, in fact I discovered that I had lost my copy of this and was very upset. Despite it's non-association with the original (which as a kid I never noticed and as an adult I don't care about), this is what cartoons *should* be like. Just dark enough to be interesting and light enough to be enjoyed by everyone. I'm more than glad that my parents raised me on this kind of thing rather than the cartoons we see today that teach our kids nothing. The music is great, and gets stuck in your head forever...I have downloaded the entire soundtrack at one point or another.",0,0.504837900592182,"Still love it 17 or so year after the first time I saw it, in fact I discovered that I had lost my copies of this and was very upset. Despite it's non-association with the original (which as a kid I never noticed and as an adult I don't care about), this is what cartoons *should* be like. Just dark enough to be interesting and light enough to be saw by everyone. I'm more than glad that my parents raised me on this kind of thing rather than the cartoons we see today that teach our kids nothing. The music is huge, and gets stuck in your head forever...I have downloaded the entire soundtrack at one point or another.",Successful
0,1515,0,4.44089209850063E-16,"""Fever Pitch"" isn't a bad film; it's a terrible film.<br /><br />Is it possible American movie audiences and critics are so numbed and lobotomized by the excrement that Hollywood churns out that they'll praise to the skies even a mediocre film with barely any laughs? That's the only reason I can think of why this horrible romantic comedy (and I use that term loosely because there's nothing funny in this film) is getting good reviews.<br /><br />I sat through this film stunned that screenwriters Lowell Ganz and Babaloo Mandel would even for an instant think their script was funny.<br /><br />The brilliant Nick Hornby usually translates well to film. He adapted ""Fever Pitch"" for a British film starring Colin Firth and Ruth Gemmell in 1997; Peter Hedges found Hornby's voice for ""About a Boy"" (2002) and when ""High Fidelity"" was Americanized for a movie in 2000, writers D.V. DeVincentis, Steve Pink, John Cusack and Scott Rosenberg didn't go wrong because they kept the essence of Hornby's wit and humor. They made one of the best films of that year.<br /><br />So why does the American version of ""Fever Pitch"" go so painfully awry? The British version wasn't a masterpiece, but it was charming, funny, unexpected and gave us two characters we could like, respect and understand.<br /><br />But Ganz and Mandel have excised everything funny in Hornby's work. In Americanizing the story, they've butchered it, removing all that was good and unique about Hornby's work and replacing it with conventional drivel.<br /><br />They've transformed a funny story into a formulaic romantic comedy, never once veering from the wretched formula. Lindsey (Drew Barrymore) has three girlfriends, each of whom has a distinct function. One's overweight, the second's cynical and ambitious, and the third's a romantic. Want to guess how many male friends Ben (Jimmy Fallon) has?<br /><br />What made ""High Fidelity"" such fun was not only a good leading man and lady, but engaging supporting characters. In this ""Fever Pitch,"" the six supporting friends do or say nothing especially funny. They're so insignificant, they're not even decorative. The only reason they're in the film is because the formula demands it. Poor Ione Skye winds up as one Lindsey's pals in a thankless role. The lovely Skye must have been wishing Lloyd Dobler would swoop in and take her away. Come to think of it, Cusack would've made an excellent Ben. Of course, Cusack is too smart to attach himself to such an utterly tedious script.<br /><br />There isn't a single, solitary moment in this film that seems original or unforced. Every plot turn is predictable, every lame joke telegraphed. Ganz and Mandel labor for laughs. The first 45 minutes are so excruciatingly slow, you wonder if these chaps realized they were writing a comedy. You can mark the plot turns in this film by your watch. It's almost as if Ganz and Mandel penned this with some screen writing guru's formula pasted on the wall. When they got to a certain page, they looked up at the formula and said, ""OK, the guru says this has to happen now."" And, presto!<br /><br />Directors Bobby and Peter Farrelly don't help the film any. They have no concept how to introduce their story and characters (they hand over the V.O. narration not to the protagonist, but to another guy who sits behind Ben at Fenway Park). Thanks to some extremely clunky writing, we have to watch Barrymore and Fallon stumble through their unfunny initial meetings.<br /><br />Barrymore does cute and adorable better than most. She's as good at it as Goldie Hawn in her heyday. But even her cuteness can't save this extraordinarily awful film. She tries hard to wring some energy and humor out of this story. About 30 minutes into the film, Lindsey tells Ben, ""You're funny."" The only explanation for her remark is that it was in the script. For Fallon's Ben never says anything even remotely funny. Fallon is neither witty nor funny; when he does comedy, he overacts.<br /><br />Fallon was never any good on ""Saturday Night Live."" He was quite possibly the least funny person on that show. Remember that lame sketch about a radio DJ who did all the voices? The only reason ""Weekend Update"" worked occasionally was because Fallon's cohort, Tina Fey, knows a thing or two about comedy.<br /><br />Actors who think they're funny and behave that way rarely, if ever, are actually funny. That's true of Fallon. He thinks he's hysterically funny when he barely raises a chuckle. His stuttering, unsure-of-himself shtick didn't work on the small screen; it's lousier on the big screen.<br /><br />Unfortunately for Fallon, his role in this picture also requires a few dramatic moments. If you thought his comedy was bad, wait till you get a load of his dramatic stuff. Two scenes in particular - the first in a park, the second in front of Ben's school - are painful to watch. The scenes require an actor with a smidgen of dramatic ability, but Fallon has neither the knowledge nor the ability to make them work. His range of emotions doesn't even run the gamut from A to B.<br /><br />Ben has no personality or depth. Often, he comes across as an oaf. And not a lovable one at that. It boggles the mind what Lindsey would find attractive about him. Compare Fallon's performance to Firth's in the British version, and you'll understand how terribly flat, unfunny and forced Fallon's Ben is and how wrong he is for this role. Watching Fallon in ""Fever Pitch"" makes one long for the dramatic depth and comedic nuance of Ashton Kutcher!<br /><br />Just as ""High Fidelity"" did, an Americanized ""Fever Pitch"" could've worked brilliantly. It just needed better writers, more competent directors and, most definitely, a stronger, funnier, smarter leading man. Do yourself a huge favor: Avoid this rotten film; rent the 1997 British version and read Hornby's book, instead.",1,0.515000873619842,"""Fever Pitch"" isn't a wrong film; it's a scary film.<br /><br />Is it possible American movie audiences and critics are so numbed and lobotomized by the excrement that Hollywood churns out that they'll praise to the skies even a mediocre film with closely any laughs? That's the only reason I can think of why this scary romantic comedy (and I use that term loosely because there's nothing funny in this film) is getting good reviews.<br /><br />I sin through this film stunned that screenwriters Lowell Ganz and Babaloo Mandel would even for an instant think their script was funny.<br /><br />The brilliant Nick Hornby usually translates well to film. He adapted ""Fever Pitch"" for a British film starring Colin Firth and Ruth Gemmell in 1997; Peter Hedges found Hornby's voice for ""About a Boy"" (2002) and when ""High Fidelity"" was Americanized for a movie in 2000, writers D.V. DeVincentis, Steve Pink, John Cusack and Scott Rosenberg didn't go wrong because they kept the essence of Hornby's wit and humor. They made one of the best films of that year.<br /><br />So why does the American version of ""Fever Pitch"" go so painfully awry? The British version wasn't a masterpiece, but it was charming, funny, unexpected and gave us two characters we could like, respect and understand.<br /><br />But Ganz and Mandel have excised everything funny in Hornby's work. In Americanizing the story, they've butchered it, removing all that was good and unique about Hornby's work and replacing it with conventional drivel.<br /><br />They've transformed a funny story into a formulaic romantic comedy, never once veering from the wretched formula. Lindsey (Drew Barrymore) has three girlfriends, each of whom has a distinct function. One's overweight, the second's cynical and ambitious, and the third's a romantic. Want to guess how many male friends Ben (Jimmy Fallon) has?<br /><br />What made ""High Fidelity"" such fun was not only a good leading man and lady, but engaging supporting characters. In this ""Fever Pitch,"" the six supporting friends do or say nothing especially funny. They're so insignificant, they're not even decorative. The only reason they're in the film is because the formula demands it. Wrong Ione Skye winds up as one Lindsey's pals in a thankless role. The lovely Skye must have been wishing Lloyd Dobler would swoop in and take her away. Come to think of it, Cusack would've made an excellent Ben. Of course, Cusack is too smart to attach himself to such an utterly tedious scripts.<br /><br />There isn't a single, solitary moment in this film that seems original or unforced. Every plot turn is expectation, every void joke telegraphed. Ganz and Mandel labor for laughs. The first 45 moments are so excruciatingly slow, you amazed if these chaps realized they were writing a comedy. You can mark the plot turns in this film by your watch. It's almost as if Ganz and Mandel penned this with some screen writing guru's formula pasted on the wall. When they got to a certain page, they looked up at the formula and said, ""OK, the guru says this has to happen now."" And, presto!<br /><br />Directors Bobby and Peter Farrelly don't help the film any. They have no concept how to introduce their story and characters (they parties over the V.O. narration not to the protagonist, but to another guy who sits behind Ben at Fenway Park). Thanks to some extremely clunky writing, we have to watch Barrymore and Fallon stumble through their unfunny initial meetings.<br /><br />Barrymore does cute and adorable better than most. She's as good at it as Goldie Hawn in her heyday. But even her cuteness can't rescued this extraordinarily scary film. She wish hard to wring some energy and humor out of this story. About 30 moments into the film, Lindsey tells Ben, ""You're funny."" The only explanation for her remark is that it was in the script. For Fallon's Ben never says anything even remotely funny. Fallon is neither witty nor funny; when he does comedy, he overacts.<br /><br />Fallon was never any good on ""Saturday Night Live."" He was quite possibly the least funny person on that show. Remember that decadent sketch about a radio DJ who did all the voices? The only reason ""Weekend Update"" worked occasionally was because Fallon's cohort, Tina Fey, knows a thing or two about comedy.<br /><br />Actors who think they're funny and behave that way rarely, if ever, are actually funny. That's true of Fallon. He thinks he's hysterically funny when he closely raises a chuckle. His stuttering, unsure-of-himself shtick didn't work on the small screen; it's lousier on the big screen.<br /><br />Unfortunately for Fallon, his role in this picture also requires a few dramatic moments. If you thought his comedy was dirty, wait till you get a load of his dramatic stuff. Two scenes in particular - the first in a park, the second in front of Ben's school - are painful to watch. The scenes require an actor with a smidgen of dramatic ability, but Fallon has neither the knowledge nor the ability to make them work. His range of emotions doesn't even run the gamut from A to B.<br /><br />Ben has no personality or depth. Often, he comes across as an oaf. And not a lovable one at that. It boggles the mind what Lindsey would find attractive about him. Compare Fallon's performance to Firth's in the British version, and you'll understand how terribly flat, unfunny and forced Fallon's Ben is and how wrong he is for this role. Watching Fallon in ""Fever Pitch"" makes one long for the dramatic depth and comedic nuance of Ashton Kutcher!<br /><br />Just as ""High Fidelity"" did, an Americanized ""Fever Pitch"" could've worked brilliantly. It just needed better writers, more competent directors and, most definitely, a stronger, funnier, smarter leading man. Do yourself a huge favor: Avoiding this rotten film; rent the 1997 British version and read Hornby's book, incidentally.",Successful
1,202,1,2.6100611168145E-05,"Tian's remake is no good at all. I only click on his remake documentary to see Wei Wei, the original actress back in the classic 1948 film say a few words to the crew. We are going to meet Wei Wei this Sunday (28/3/2010) after the showing of Xiao Cheng Zhi Chun in the Hong Kong Film Archiev. Wei Wei is almost 90 years old in silver hair, her cameo appearance in Hong Kong films is always a surprise to her fans. In this year's Hong Kong Film Festival, a special program is dedicated to Fei Mu, director of this epic movie and Wei Wei's still shot from the movie is being seen all around in Hong Kong. My son, who turns 21 this year, is surprised Wei Wei was so beautiful then.",0,0.632602281350261,"Tian's remake is no good at all. I only click on his remake documentaries to see Wei Wei, the original actress back in the regular 1948 film say a few words to the crew. We are going to meet Wei Wei this Sunday (28/3/2010) after the showing of Xiao Cheng Zhi Chun in the Hk Kong Film Archiev. Wei Wei is almost 90 centuries old in silver hair, her cameo appearance in Hk Kong films is always a surprise to her fans. In this year's Hk Kong Film Festival, a special program is dedicated to Fei Mu, director of this epic movie and Wei Wei's still shot from the movie is being seen all around in Hk Kong. My son, who turns 21 this year, is aghast Wei Wei was so beautiful then.",Successful
1,1,0,0.938890752280008,"This is one of those movies that you happen across when you're channel surfing on a Saturday afternoon, and you get drawn into it and end up watching the whole thing. I thought that it was well acted and it really made me feel for the characters. Though it's a bit slow moving, focusing more on the relationships between Bonnie and Clyde and their family members, it never got boring. We don't really see too much of all the robberies that they were so legendary for, and instead most of the shootouts take place when they're ambushed by the police. I thought Tracey Needham, who played Bonnie, really did a good job with her character. Going from a nice country girl to a cold-blooded killer is a challenging thing to portray, and I enjoyed the subtlety she brought to the role.<br /><br />Overall, an above average effort, especially considering it was a made for TV movie.",0,0.938890752280008,"This is one of those movies that you happen across when you're channel surfing on a Saturday afternoon, and you get drawn into it and end up watching the whole thing. I thought that it was well acted and it really made me feel for the characters. Though it's a bit slow moving, focusing more on the relationships between Bonnie and Clyde and their family members, it never got boring. We don't really see too much of all the robberies that they were so legendary for, and instead most of the shootouts take place when they're ambushed by the police. I thought Tracey Needham, who played Bonnie, really did a good job with her character. Going from a nice country girl to a cold-blooded killer is a challenging thing to portray, and I enjoyed the subtlety she brought to the role.<br /><br />Overall, an above average effort, especially considering it was a made for TV movie.",Skipped
0,538,0,2.23910584518094E-08,"Wow, here it finally is; the action ""movie"" without action. In a real low-budget setting (don't miss the hilarious flying saucers flying by a few times) of a future Seattle we find a no-brain hardbody seeking to avenge her childhood.<br /><br />There is nothing even remotely original or interesting about the plot and the actors' performance is only rivalled in stupidity by the attempts to steal from other movies, mainly ""Matrix"" without having the money to do it right. Yes, we do get to see some running on walls and slow motion shoot-outs (45 secs approx.) but these scenes are about as cool as the stupid hardbody's attempts at making jokes about male incompetence now and then.<br /><br />And, yes, we are also served a number of leads that lead absolutely nowhere, as if the script was thought-out by the previously unseen cast while shooting the scenes.<br /><br />Believe me, it is as bad as it possibly can get. In fact, it doesn't deserve to be taken seriously, but perhaps I can make some of you not rent it and save your money.",1,0.522583295839689,"Gosh, here it finally is; the action ""movie"" without action. In a real low-budget setting (don't miss the hilarious flight saucers circle by a few times) of a future Seattle we find a no-brain hardbody seeking to avenge her childhood.<br /><br />There is nothing even remotely original or interesting about the plot and the actors' results is only rivalled in absurdity by the attempts to steal from other movies, mainly ""Matrix"" without having the capital to do it right. Yes, we do get to see some running on walls and slow motion shoot-outs (45 secs approx.) but these scenes are about as cool as the nutty hardbody's attempts at making jokes about male incompetence now and then.<br /><br />And, yes, we are also served a number of leads that lead totally nowhere, as if the script was thought-out by the previously unseen thrown while shooting the pictures.<br /><br />Believe me, it is as adverse as it possibly can get. In fact, it doesn't deserve to be taken seriously, but perhaps I can make some of you not location it and rescued your resources.",Successful
1,469,1,0.004532584611589,"This electrifying musical has more than a whiff of egotism from it's star, the musical genius that is Prince. The film is 90 or so minutes of posing but in truth it is easy to see why it is such a cult classic.<br /><br />Much like other films that centre around the struggling young musician trying to be big, this has a hint of drama in it to add a dimension to the musical numbers. While this film isn't as good as 8 mile as a recent example, this is entertaining none the less and the soundtrack is much better. On the dramatic side of things the story centres around the Kid (Prince) a young artist and regular spot at a club. The owner of the club is frustrated with the Kid's arrogance and little does the Kid know that he could soon be fired and replaced by a rival. One the side the Kid's parents are having trouble, with his dad abusing her violently. During the course of the film the Kid learns a few lessons in life, and learns to appreciate his friends more. It's all stuff we have seen in coming of age dramas of course, but this is combined as a musical, a very stylised musical.<br /><br />The cast are good. Prince is actually quite good on the drama side, when he's not striking a pose. He seems human and relatable. Clarence Williams is very good as the abusive father as well. Appollonia Kotero makes a good debut as Princes sexy love interest.<br /><br />The main strength of the movie however is the superb soundtrack. The musical numbers are well staged and electrifying. Prince is no doubt a musical maestro, albeit very eccentric. When he is inspired he is great but on the flip side he will often do songs that are solely for his own taste, and occasionally his experimentation can miss-fire, but that is the same for many musical geniuses. The soundtrack for this film is excellent though, with only Sexshooter being a weak point. The show-stopping performance of Purple Rain is the standout though. It is one of my all time favourite songs. ***<br /><br />",0,0.507284926730137,"This electrifying musical has more than a whiff of egotism from it's star, the musical genius that is Prince. The film is 90 or so minutes of posing but in truth it is easy to see why it is such a cult classic.<br /><br />Much like other films that centre around the struggling young musician trying to be big, this has a hint of drama in it to add a dimension to the musical numbers. While this film isn't as good as 8 mile as a recent example, this is entertained none the less and the soundtrack is much better. On the dramatic side of things the story centres around the Kid (Prince) a young artist and regular spot at a club. The owner of the club is frustrated with the Kid's arrogance and little does the Kid know that he could soon be fired and replaced by a rival. One the side the Kid's parents are having trouble, with his dad abusing her violently. During the course of the film the Kid learns a few lessons in life, and learns to appreciate his friends more. It's all stuff we have seen in coming of age dramas of course, but this is combined as a musical, a very stylised musical.<br /><br />The cast are good. Prince is actually quite good on the drama side, when he's not striking a pose. He seems human and relatable. Clarence Williams is very good as the abusive father as well. Appollonia Kotero makes a good debut as Princes sexy love interest.<br /><br />The main strength of the movie however is the unbelievable soundtrack. The musical numbers are well staged and electrifying. Prince is no doubt a musical maestro, albeit very eccentric. When he is inspired he is great but on the flip side he will often do songs that are solely for his own taste, and occasionally his experimentation can miss-fire, but that is the same for many musical geniuses. The soundtrack for this film is phenomenal though, with only Sexshooter being a weak point. The show-stopping performance of Purple Rain is the standout though. It is one of my all time favourite songs. ***<br /><br />",Successful
0,191,0,8.24640962515666E-07,"The House of the Dead was the worst movie I have ever seen, between the pathetic 'matrix' 360 camera angle attemps and the cheesy acting I fell asleep. I don't think that the director and set manager could decide whether it was raining or not, because there would be rain on one side of the boat and not the other. I would rate this movie a 1 out of 10, (10 being the best, 1 being the worst). Also jumping scenes from the movie to the game was really annoying, it makes you wonder if they were just making up for lose time. I beg anyone who reads this, NOT TO SEE IT. It's not worth the time.",1,0.628051645337349,"The House of the Dead was the lamest cinema I have ever seen, between the pathetic 'matrix' 360 camera angle attemps and the cheesy acting I fell asleep. I don't think that the director and set manager could decide whether it was raining or not, because there would be rain on one side of the boat and not the other. I would rate this movie a 1 out of 10, (10 being the best, 1 being the greatest). Also jumping scenes from the movie to the game was really agonising, it makes you surprised if they were just making up for lose time. I beg anyone who reads this, NOT TO SEE IT. It's not worth the time.",Successful
1,502,1,1.19732711193477E-05,"Wow, I can't believe I waited so long to see this film. I just never got around to watching it. The plot has nothing that interests me. I know nothing about soccer (football.) I am one of those American fools that has no clue. I had never even seen David Beckham before this film. I chose to ignore the buzz surrounding this film at the time it was released in America. Enough about me. <br /><br />Truth be told, it was a mistake to ignore this little piece of movie-making heaven. What a fun film. It's full of color and exuberance. I had a goofy grin on my face through the whole movie. Parminder Nagra is so sweet and lovable, you can't help but root for her. No wonder why the American television show E.R. has snatched her up. I have a new appreciation for Indian culture. Those people know how to have a good time. The wedding scenes are dazzlingly beautiful. <br /><br />The only problem I had was deciphering some of the British slang and dialogue through the accents. I turned on the English subtitles to make sure I didn't miss anything. (This is not a criticism of the film!) I'm sure audiences worldwide have trouble understanding the constantly changing slang in American films as well. <br /><br />This is a perfect date film. It has a great sports plot like Rocky, and a strong sense of feminism that is empowering for women. I watched it with my wife, and sixteen year old niece, and we all loved it. I highly recommend it.",0,0.58080090064278,"Wow, I can't believe I looks so long to see this film. I just never got around to watching it. The plot has nothing that interests me. I know nothing about soccer (football.) I am one of those American fools that has no clue. I had never even seen David Beckham before this film. I chose to ignore the buzz surrounding this film at the time it was released in America. Enough about me. <br /><br />Truth be told, it was a mistake to ignore this little piece of movie-making heaven. What a fun film. It's full of color and exuberance. I had a goofy grin on my face through the whole movie. Parminder Nagra is so sweet and lovable, you can't help but root for her. No wonder why the American television show E.R. has snatched her up. I have a new appreciation for Indian culture. Those people know how to have a good time. The wedding scenes are dazzlingly beautiful. <br /><br />The only problem I had was deciphering some of the British slang and dialogue through the accents. I turned on the English subtitles to make sure I didn't miss anything. (This is not a criticism of the film!) I'm sure audiences worldwide have trouble thinking the constantly changing slang in American films as well. <br /><br />This is a exquisite date film. It has a huge sports plot like Rocky, and a forte sense of feminism that is empowering for women. I watched it with my wife, and sixteen year old niece, and we all aime it. I highly recommend it.",Successful
1,149,1,0.070914719071734,"Guys and Dolls has to be one of my favorite musical movies ever. It is a very fun movie to watch and nothing more. it embodies what people have forgotten about musicals-musicals were made to entertain, not to to preach. Nowadays we have Rent and Chicago which are great musicals and good movies but they fail to bring us solid entertainment with no strings attached. The only thing that bothered me in the movie was Marlon Brando, the guy can't sing! It was very annoying to listen to him sing and talk when I couldn't understand him. If it weren't for Marlon I would have given this 10 stars. Guys and Dolls provides old-fashioned entertainment that we rarely get these days. Watch it to have a good time!!",0,0.696805258527588,"Guys and Dolls has to be one of my choose musical movies ever. It is a very fun movie to watch and nothing more. it embodies what people have forgotten about musicals-musicals were made to entertain, not to to preach. Nowadays we have Rent and Chicago which are great musicals and good movies but they fail to bring us solid entertainment with no strings attached. The only thing that bothered me in the movie was Marlon Brando, the guy can't sing! It was very annoying to listen to him sing and talk when I couldn't understand him. If it weren't for Marlon I would have given this 10 stars. Guys and Dolls provides old-fashioned entertainment that we rarely get these days. Watch it to have a good time!!",Successful
1,305,1,0.021729363410971,"Illudere (to delude) comes from Latin verb 'ludere' (to play), so you're warned about the 'spy game' as a cruel and yet elaborate and intelligent (!) activity stemmin' from a complex and as it may appear absurd and vain personal history, whatever it may be; and yet I feel fascinated by the mechanism of treason and loyalty, the raw material of any relationship, from the personal to the social; after, many years ago, I was ABLE to finish the book it was a revelation! At the beginning I was so bored if not for the surprising style of the writing (I really started to LOVE Le Carre after that novel). The main character is not wavering at all: he has made a choice to redeem his weakness by following the path of faith to friendship and love, or is he not? After this novel you can clearly understand the darker version of Green's 'Our Man in Havana' wrote by LeCarre with 'The Tailor of Panama'; there is no game left, there it ends either in tragedy or in a grotesque comical way, or both. There is no Smiley here to upheld decent human qualities in 'the service', or at least there is no point to introduce him in this case. The BBC has done a superb work with these series from LeCarre's novels: the actors are excellent, as are the locations and sets; of course the script here is brilliantly adapted. Be warned though, even if someone may find it laughable, the after taste IS bitter.",0,0.546690000840208,"Illudere (to delude) comes from Latin verb 'ludere' (to play), so you're warned about the 'spy game' as a cruel and yet elaborate and intelligent (!) activity stemmin' from a complex and as it may appear absurd and vain personal history, whatever it may be; and yet I feel fascinated by the mechanism of treason and loyalty, the raw material of any relationship, from the personal to the social; after, many years ago, I was ABLE to finish the book it was a revelation! At the beginning I was so bored if not for the surprising style of the writing (I really started to LOVE Le Carre after that novel). The main character is not wavering at all: he has made a choice to redeem his weakness by following the path of faith to friendship and love, or is he not? After this novel you can clearly understand the darker version of Green's 'Our Man in Havana' wrote by LeCarre with 'The Tailor of Panama'; there is no game left, there it ends either in tragedy or in a grotesque comical way, or both. There is no Smiley here to upheld decent human qualities in 'the service', or at least there is no point to introduce him in this case. The BBC has done a astounding work with these series from LeCarre's novels: the actors are unbelievable, as are the locations and sets; of course the script here is brilliantly adapted. Be warned though, even if someone may find it laughable, the after taste IS bitter.",Successful
0,1,1,0.531560257597247,"This movie is spoofed in an episode of Mystery Science Theater 3000. I think MST3K was at its best when they ripped this movie.<br /><br />Terrible acting, bad makeup, poor effects, chick in skimpy (1960's)underwear. I give it a 2.<br /><br />The villain is hard to understand due to the makeup. The assistant says things like 'not you' that sound like NACHOO!! (think sneezing). It's just poor oration. The long eyebrows are hilarious on one of the characters. <br /><br />I still don't know what 'The Projected Man' means in terms of the plot. I missed some of the beginning though. <br /><br />What is up with this 10 line minimum on posting??",1,0.531560257597247,"This movie is spoofed in an episode of Mystery Science Theater 3000. I think MST3K was at its best when they ripped this movie.<br /><br />Terrible acting, bad makeup, poor effects, chick in skimpy (1960's)underwear. I give it a 2.<br /><br />The villain is hard to understand due to the makeup. The assistant says things like 'not you' that sound like NACHOO!! (think sneezing). It's just poor oration. The long eyebrows are hilarious on one of the characters. <br /><br />I still don't know what 'The Projected Man' means in terms of the plot. I missed some of the beginning though. <br /><br />What is up with this 10 line minimum on posting??",Skipped
0,301,0,0.001123671536205,"In one word: excruciating. I was advised to read some articles about this film's philosophical meanings afterward, but, having sat through the movie's interminable 115 minutes and being slowly crushed beneath its bloated symbolism and lava-flowing oppressiveness, it seemed better to just report my reactions to the movie. After all, who goes to see a movie with a syllabus in hand? And this flick was dismal. Lead actor Claude Laydu, from the film's opening to its end, wears the same wearying and annoying mask of agony as to be practically indistinguishable from the film's eternal, dreary voice-over. Filming one over the other might have worked better than subjecting an audience to both, as they basically say the same thing: The priest of Ambricourt is a wretched human being. The story, about a persecuted priest who tries to help out a troubled rich family, does nothing toward making its characters remotely interesting or sympathetic, as the family are a bunch of unpleasant weirdos, and the priest, himself, comes across as a nosy pest. The last 30 minutes suggests some breath-taking message about grace and one man's suffering equaling that of others, but due to all the indulgent close-ups of a suffering Laydu and the vague subtext in Robert Bresson's script, all I felt was, Finally, it's over, let's have some ice-cream. Interesting for fans of Bresson fanatic Paul Schrader, just to see how many elements of character and setting Schrader carried into in his own scripts and movies, especially ""Taxidriver"", ""Raging Bull"" and ""Light Sleeper"".",1,0.570723002596297,"In one word: excruciating. I was advised to read some articles about this film's philosophical meanings afterward, but, having sat through the movie's interminable 115 moments and being slowly crushed beneath its bloated symbolism and lava-flowing oppressiveness, it seemed better to just report my reactions to the movie. After all, who goes to see a movie with a syllabus in parties? And this flick was dismal. Lead actor Claude Laydu, from the film's opening to its end, wears the same wearying and agonising mask of agony as to be practically indistinguishable from the film's eternal, dreary voice-over. Filming one over the other might have worked better than subjecting an audience to both, as they basically say the same thing: The priest of Ambricourt is a wretched human being. The story, about a persecuted priest who tries to help out a troubled rich family, does nothing toward making its characters remotely interesting or sympathetic, as the family are a bunch of unpleasant weirdos, and the priest, himself, comes across as a nosy pest. The last 30 moments suggests some breath-taking message about grace and one man's suffering equaling that of others, but due to all the indulgent close-ups of a suffering Laydu and the vague subtext in Robert Bresson's script, all I felt was, Finally, it's over, let's have some ice-cream. Interesting for fans of Bresson fanatic Paul Schrader, just to see how many elements of character and setting Schrader carried into in his own scripts and movies, especially ""Taxidriver"", ""Raging Bull"" and ""Light Sleeper"".",Successful
0,441,0,2.57042093951831E-05,"TYSON <br /><br />Aspect ratio: 1.33:1<br /><br />Sound format: Stereo<br /><br />Reverent - though scrupulously fair - account of the life and times of champion boxer Mike Tyson. Given his conviction on a rape charge, the film is careful not to portray him as hero or villain, but paints a warts-and-all portrait of his rise to fame, the pressures of success, and the people who shaped his destiny for good or bad. Constrained by time limits, the script gallops through a succession of relevant details, alighting briefly on significant events, culminating with Tyson's (temporary) downfall in 1995. Novices will be enlightened by the chronology, while boxing fans will be entertained by director Uli Edel's straight-arrow approach to the material. He portrays Tyson's life as a circus in which he was ultimately led astray by the circumstances of his own success. In fact, the script reserves most of its venom for Tyson's ex-wife Robin Givens, characterising her as an ungrateful gold-digger who took advantage of his naivety. Production values are uniformly solid and the cast is superb: Michael Jai White does a fair imitation of the title character; George C. Scott plays Tyson's mentor Cus D'Amato through acres of gritted teeth; and Paul Winfield was surely born to play Don King!",1,0.510393624117407,"TYSON <br /><br />Aspect ratio: 1.33:1<br /><br />Sound format: Stereo<br /><br />Reverent - though scrupulously righteous - account of the life and times of champion boxer Mike Tyson. Given his conviction on a crime charge, the film is careful not to portray him as hero or evil, but paints a warts-and-all portrait of his rise to fame, the pressures of success, and the people who shaped his destiny for good or wrong. Constrained by time limits, the script gallops through a succession of relevant details, alighting briefly on significant events, culminating with Tyson's (temporary) downfall in 1995. Novices will be enlightened by the chronology, while boxing fans will be entertained by director Uli Edel's straight-arrow approach to the documentary. He portrayed Tyson's life as a circus in which he was ultimately led astray by the circumstances of his own success. In fact, the script reserves most of its venom for Tyson's ex-wife Robin Givens, characterising her as an ungrateful gold-digger who took advantage of his naivety. Production values are uniformly solid and the thrown is superb: Michael Jai White does a righteous imitation of the title character; George C. Scott plays Tyson's mentor Cus D'Amato through acres of gritted dent; and Paul Winfield was surely born to play Don King!",Successful
0,286,0,0.000285935655367,"My wife and I really had high hopes for this film, but it was a major disappointment. It was a Native American version of Mr. Magoo. A pathetic father who fails at everything he tries e.g. fishing, hunting, in an obvious way he subjects his family to his wild fantasies. His ""visions"" are not only ridiculous but in the process he lies to his son numerous times about various obvious things. Words cannot express how bad this film is. The children and wife are very real which makes the film even sadder. I don't get the humor... unless you like laughing at other people making a fool of themselves. I don't get how this could have come up for awards. Save your bucks, it's not worth the rental.",1,0.50943957070693,"My wife and I really had high hopes for this film, but it was a major disappoint. It was a Native American version of Mr. Magoo. A pathetic father who overlook at everything he tries e.g. fishing, hunting, in an obvious way he subjects his family to his wild fantasies. His ""visions"" are not only ridiculous but in the process he lies to his son numerous times about various obvious things. Words cannot express how wrong this film is. The children and wife are very real which makes the film even sadder. I don't get the humor... unless you like laughing at other people making a fool of themselves. I don't get how this could have come up for awards. Rescued your bucks, it's not worth the rental.",Successful
